Id,Label,timeset,package name,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,indegree,outdegree,Degree,clustering,eigencentrality,Authority,Hub,weighted indegree,weighted outdegree,Weighted Degree,pageranks
27,,,0.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147
240,,,3p0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.000147
301,,,3deecelltracker,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.000147
377,,,a2ml,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.000147
404,,,a2t,0,0,0,0,450,2,0,2,0.5,0.159258,0.029287,0,2,0,2,0.000148
486,,,aadeeplearning,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.000147
849,,,abel-pytorch,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.000147
971,,,aboleth,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.000147
1121,,,absum,0,0,0,0,450,2,0,2,0.5,0.159258,0.029287,0,2,0,2,0.000148
1132,,,abu-quant,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.000147
1215,,,accelbrainbeat,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.000147
1216,,,accel-brain-base,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.000147
1237,,,accelerate,7,0.208574,0.233856,987.083333,450,6,7,13,0.134615,0.341321,0.036384,0.004866,6,7,13,0.000173
1388,,,acd,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
1591,,,acopy,0,0,0,0,10,1,0,1,0,0.000402,0,0,1,0,1,0.00021
1737,,,actflow,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0.000147
1769,,,activations,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
1806,,,active-pre-train-ppg,0,0,0,0,2746,5,0,5,0.1,0.053629,0.0294,0,5,0,5,0.000188
1854,,,actorch,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.000147
1907,,,adabelief-slim,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
1921,,,adabound,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
2077,,,adafruit-circuitpython-lis3mdl,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0.000147
2079,,,adafruit-circuitpython-lsm303dlh-mag,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0.000147
2080,,,adafruit-circuitpython-lsm303agr-mag,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0.000147
2081,,,adafruit-circuitpython-lsm6dsox,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0.000147
2082,,,adafruit-circuitpython-lsm6ds,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0.000147
2085,,,adafruit-circuitpython-lsm303,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0.000147
2087,,,adafruit-circuitpython-lsm303-accel,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0.000147
2089,,,adafruit-circuitpython-lis2mdl,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0.000147
2092,,,adafruit-circuitpython-lsm9ds0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0.000147
2095,,,adafruit-circuitpython-lsm9ds1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0.000147
2294,,,adamod,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
2296,,,adamp,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0.000147
2311,,,adam-robotics,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
2313,,,adaptation,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0.000147
2315,,,adaptdl,3,0.416667,0.5,15,156,1,3,4,0.083333,0.000402,0.000083,0.000734,1,3,4,0.000163
2316,,,adanet,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0.000147
2319,,,adapt,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0.000147
2323,,,adaptdl-ray,0,0,0,0,156,2,0,2,0.5,0.002914,0.000019,0,2,0,2,0.000358
2328,,,adaptdl-cli,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0.000147
2330,,,adaptdl-sched,1,1,1,0,156,1,1,2,0.5,0.001129,0.000019,0.000001,1,1,2,0.000194
2346,,,adapter-transformers,0,0,0,0,450,13,0,13,0.064103,0.402804,0.035933,0,13,0,13,0.000249
2368,,,adaptor,0,0,0,0,450,5,0,5,0.25,0.22249,0.031317,0,5,0,5,0.000183
2370,,,adaptnlp,0,0,0,0,450,5,0,5,0.3,0.450015,0.031407,0,5,0,5,0.000159
2372,,,adas,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
2579,,,address-net,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0.000147
2626,,,adeptrl,0,0,0,0,2808,3,0,3,0,0.00266,0.027231,0,3,0,3,0.000218
2723,,,adjacent-attention-pytorch,0,0,0,0,788,3,0,3,0.333333,0.00266,0.027819,0,3,0,3,0.000274
2746,,,adlframework,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0.000147
2764,,,adjutant-discord,0,0,0,0,2942,1,0,1,0,0.000402,0.001164,0,1,0,1,0.000149
2768,,,adlstream,0,0,0,0,2712,2,0,2,0.5,0.076929,0.00483,0,2,0,2,0.00015
2835,,,adn-torch,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
2860,,,adorad,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0.000147
2868,,,adonisai,0,0,0,0,450,5,0,5,0.05,0.169083,0.030244,0,5,0,5,0.000402
2988,,,advancedanalytics,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0.000147
3046,,,advbox,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0.000147
3072,,,adversarials,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0.000147
3079,,,advertorch,1,1,1,0,450,0,1,1,0,0,0,0.000837,0,1,1,0.000147
3088,,,adversarial-vision-challenge,0,0,0,0,2709,1,0,1,0,0.001129,0.000021,0,1,0,1,0.000228
3392,,,aestream,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0.000147
3421,,,aetros,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0.000147
3608,,,af-res-model-manager,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0.000147
3626,,,aft-pt,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
3631,,,aft-pytorch,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
3645,,,afterrealism,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0.000147
3756,,,agents,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0.000147
3765,,,agent-smith,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
3905,,,aglioolio,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0.000147
3934,,,agnes,0,0,0,0,2690,2,0,2,0,0.001531,0.027209,0,2,0,2,0.000148
3935,,,agoge,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0.000147
4105,,,ahelper,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0.000147
4118,,,ai,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0.000147
4149,,,ai2-tango,0,0,0,0,450,7,0,7,0.261905,0.545073,0.036957,0,7,0,7,0.000161
4158,,,ai4water,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0.000147
4163,,,ai-benchmark,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0.000147
4174,,,aicademecv,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0.000147
4192,,,aichatbot,0,0,0,0,2690,3,0,3,0.333333,0.034762,0.00699,0,3,0,3,0.000153
4200,,,aicoe-donkeycar,0,0,0,0,2121,3,0,3,0,0.034762,0.005487,0,3,0,3,0.000155
4204,,,aicore,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0.000147
4206,,,ai6,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0.000147
4305,,,aiei,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0.000147
4310,,,ai-economist,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0.000147
4325,,,aif360,0,0,0,0,2712,1,0,1,0,0.033231,0.004573,0,1,0,1,0.000148
4353,,,aifs-nni,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0.000147
4376,,,aihwkit,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
4385,,,ai-harness,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0.000147
4418,,,aiida-phonopy,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0.000147
4446,,,aiinpy,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0.000147
4503,,,aimage,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0.000147
4514,,,aim-cli,0,0,0,0,2690,1,0,1,0,0.001129,0.002238,0,1,0,1,0.000148
4520,,,aimd,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0.000147
4537,,,aimfast,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0.000147
4588,,,ainshamsflow,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0.000147
4785,,,aiocv,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0.000147
5475,,,aiopslibs,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0.000147
5483,,,aiopslibscancer,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0.000147
5534,,,ai-ops-libs,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0.000147
5943,,,aiplatgo,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0.000147
6022,,,airelle,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0.000147
6237,,,airsim,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0.000147
6332,,,ai-serving-client,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0.000147
6340,,,ai-serving-server,0,0,0,0,2709,3,0,3,0,0.066864,0.0055,0,3,0,3,0.00018
6354,,,aisy-database,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0.000147
6356,,,aisy-sca,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0.000147
6385,,,aitk.keras,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0.000147
6396,,,aitk,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0.000147
6406,,,ai-traineree,0,0,0,0,2690,4,0,4,0.166667,0.005173,0.027384,0,4,0,4,0.00024
6408,,,aitoolbox,0,0,0,0,450,6,0,6,0.133333,0.278222,0.032471,0,6,0,6,0.000193
6412,,,ai-transformersx,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0.000147
6464,,,aix360,0,0,0,0,2712,3,0,3,0.166667,0.034034,0.030609,0,3,0,3,0.000148
6660,,,akid,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0.000147
6770,,,alaas,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0.000147
6911,,,albumentations,7,0.265049,0.333931,543,2121,1,51,52,0.001885,0.000402,0.000198,0.0256,1,51,52,0.000152
6922,,,alchemy,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0.000147
6924,,,alchemy-catalyst,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0.000147
7137,,,aletheia-dnn,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0.000147
7176,,,alexnet-pytorch,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
7237,,,alfred-py,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0.000147
7243,,,alfred-collection,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0.000147
7266,,,algernon,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0.000147
7453,,,alias-free-torch,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0.000147
7464,,,algo-wars,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0.000147
7904,,,alibabacloud-ros-tran,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0.000147
8595,,,alkanet-picard,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0.000147
8642,,,allenact,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0.000147
8651,,,allennlp-semparse,0,0,0,0,450,2,0,2,0.5,0.125326,0.001115,0,2,0,2,0.00016
8654,,,allennlp,2,0.894737,0.941176,383.866667,450,7,15,22,0.071429,0.296877,0.034505,0.007556,7,15,22,0.000161
8662,,,allennlp-shiba,0,0,0,0,788,2,0,2,0,0.118817,0.0002,0,2,0,2,0.000297
8667,,,allenact-plugins,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0.000147
8668,,,allennlp-server,0,0,0,0,450,2,0,2,0.5,0.215653,0.000239,0,2,0,2,0.000201
8686,,,allennlp-models,1,1,1,8.566667,450,3,3,6,0.233333,0.264735,0.026411,0.001475,3,3,6,0.000159
8692,,,allennlp-pvt-nightly,0,0,0,0,450,5,0,5,0.1,0.01281,0.027122,0,5,0,5,0.000192
8752,,,allosaurus,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
8770,,,allrank,0,0,0,0,2695,2,0,2,0,0.000803,0.025977,0,2,0,2,0.000149
8778,,,allrank-mod,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0.000147
8876,,,alns,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0.000147
8885,,,alnlp,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0.000147
8934,,,alpa,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0.000147
9004,,,alphafold2-pytorch,0,0,0,0,788,6,0,6,0.2,0.164502,0.032204,0,6,0,6,0.000464
9018,,,alphanet,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0.000147
9023,,,alphapose,0,0,0,0,2121,3,0,3,0.166667,0.001932,0.026773,0,3,0,3,0.000151
9040,,,alphapy,0,0,0,0,2712,2,0,2,0.5,0.033633,0.005639,0,2,0,2,0.000148
9053,,,alpharotate,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0.000147
9206,,,altify,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0.000147
9258,,,alvadescpy,1,1,1,0,788,0,1,1,0,0,0,0.000662,0,1,1,0.000147
9282,,,am2,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0.000147
9758,,,amorf,0,0,0,0,788,2,0,2,0.5,0.001531,0.025098,0,2,0,2,0.000161
9927,,,amrlib,0,0,0,0,450,3,0,3,0.166667,0.168279,0.030202,0,3,0,3,0.000152
10106,,,anago,0,0,0,0,450,3,0,3,0.166667,0.034034,0.006072,0,3,0,3,0.000152
10194,,,analytics-zoo-serving,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0.000147
10284,,,analytics-zoo,0,0,0,0,2690,4,0,4,0,0.090479,0.029816,0,4,0,4,0.000871
10490,,,anfis,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0.000147
10620,,,animalai,1,1,1,1.5,2690,2,1,3,0.166667,0.001531,0.000019,0.000001,2,1,3,0.000331
10623,,,animalai-train,0,0,0,0,2690,2,0,2,0,0.005753,0.000019,0,2,0,2,0.000505
10688,,,anime-face-detector,0,0,0,0,788,3,0,3,0.166667,0.004043,0.025025,0,3,0,3,0.000294
10717,,,animius,0,0,0,0,2709,2,0,2,0,0.066462,0.005489,0,2,0,2,0.000149
10724,,,animus,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0.000147
10739,,,anipose,0,0,0,0,2948,1,0,1,0,0.017016,0,0,1,0,1,0.000202
10845,,,ann,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0.000147
10853,,,annarchy,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0.000147
10863,,,anncolvar,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0.000147
10893,,,annlite,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0.000147
10971,,,anntoolkit,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0.000147
10974,,,ann_visualizer,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0.000147
10995,,,anomaly-detection-framework,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0.000147
11521,,,antialiased-cnns,1,1,1,0,2942,0,2,2,0,0,0,0.000891,0,2,2,0.000147
11577,,,antinex-core,0,0,0,0,2712,3,0,3,0.5,0.049194,0.005643,0,3,0,3,0.000274
11578,,,antinex-utils,1,1,1,0,2712,2,1,3,0.5,0.033633,0.005639,0.000149,2,1,3,0.000148
11583,,,antinex-client,1,1,1,0,103,0,1,1,0,0,0,0,0,1,1,0.000147
11611,,,antk,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0.000147
11664,,,antspynet,0,0,0,0,2712,3,0,3,0.166667,0.060299,0.005891,0,3,0,3,0.00015
11685,,,anuvaad,0,0,0,0,450,3,0,3,0.333333,0.15966,0.031014,0,3,0,3,0.00015
11804,,,anymal-belief-state-encoder-decoder-pytorch,0,0,0,0,788,3,0,3,0.166667,0.001932,0.027961,0,3,0,3,0.000164
11871,,,aoa-pytorch,0,0,0,0,788,2,0,2,0,0.000803,0.0278,0,2,0,2,0.000148
11900,,,aoaoao,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0.000147
11909,,,aoe-tool,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0.000147
11910,,,aocr,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0.000147
11917,,,aognet,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0.000147
11984,,,aorun,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0.000147
12297,,,apache-mxnet,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0.000147
12312,,,apache-submarine,0,0,0,0,2712,6,0,6,0.1,0.078536,0.031111,0,6,0,6,0.000171
12326,,,apache-tvm,0,0,0,0,2138,6,0,6,0.033333,0.035239,0.030345,0,6,0,6,0.000214
12558,,,apicultor-dev,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0.000147
13452,,,apprise,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0.000147
13555,,,aprile,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0.000147
13830,,,aquila-resolve,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
13832,,,aquvitae,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0.000147
13854,,,arabicocr2englishtranslator,0,0,0,0,788,2,0,2,0,0.159985,0.004337,0,2,0,2,0.00019
13968,,,arboristo,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0.000147
14054,,,arcface-tensorrt,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0.000147
14061,,,archai,0,0,0,0,450,9,0,9,0.069444,0.438464,0.01155,0,9,0,9,0.000312
14409,,,area-attention,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
14577,,,argostranslate,0,0,0,0,450,3,0,3,0,0.062504,0.00183,0,3,0,3,0.000225
14993,,,arm-mango,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0.000147
15401,,,artificial-detection,0,0,0,0,450,5,0,5,0.2,0.30809,0.031739,0,5,0,5,0.000215
15403,,,artificial-neural-network,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0.000147
15405,,,artificial-artwork,0,0,0,0,2712,1,0,1,0,0.033231,0.004573,0,1,0,1,0.000148
15413,,,artificial-neural-network-model-automation,0,0,0,0,2712,2,0,2,0.5,0.033633,0.005639,0,2,0,2,0.000148
15560,,,arxiv-post,0,0,0,0,2094,1,0,1,0,0.000402,0,0,1,0,1,0.000189
15637,,,as-a-service,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0.000147
15799,,,asdeep,0,0,0,0,2690,2,0,2,0,0.001531,0.027209,0,2,0,2,0.000148
15985,,,ashpy,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0.000147
16054,,,askflow,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0.000147
16171,,,aspect-based-sentiment-analysis,0,0,0,0,450,3,0,3,0.166667,0.201109,0.009804,0,3,0,3,0.000152
16293,,,asreview,0,0,0,0,450,3,0,3,0,0.034034,0.005679,0,3,0,3,0.000154
16305,,,asrt,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0.000147
16550,,,asteroid-filterbanks,1,1,1,0,2942,1,1,2,0.5,0.000402,0.02497,0.000764,1,1,2,0.000147
16555,,,asteroid,0,0,0,0,2942,7,0,7,0.119048,0.202719,0.028895,0,7,0,7,0.000336
16599,,,astrape,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0.000147
16640,,,astrodash,0,0,0,0,2712,1,0,1,0,0.033231,0.004573,0,1,0,1,0.000148
16692,,,astromer,0,0,0,0,2712,1,0,1,0,0.033231,0.004573,0,1,0,1,0.000148
16718,,,astronn,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0.000147
16766,,,astrorapid,0,0,0,0,2712,2,0,2,0.5,0.033633,0.005639,0,2,0,2,0.000148
17620,,,atflow,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0.000147
17728,,,atlalign,0,0,0,0,2121,3,0,3,0.166667,0.077331,0.005027,0,3,0,3,0.000155
17906,,,atomai,0,0,0,0,788,2,0,2,0,0.000803,0.02513,0,2,0,2,0.000161
18112,,,attacut,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
18119,,,attention-tensorflow-mesh,0,0,0,0,2712,2,0,2,0,0.103834,0.000925,0,2,0,2,0.000196
18142,,,attn-gan-pytorch,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0.000147
18181,,,attributionpriors,0,0,0,0,2712,1,0,1,0,0.033231,0.004573,0,1,0,1,0.000148
18299,,,audio-augmentations,0,0,0,0,2942,2,0,2,0.5,0.001531,0.025687,0,2,0,2,0.000151
18308,,,audio2text,0,0,0,0,2942,2,0,2,0.5,0.001531,0.025687,0,2,0,2,0.000151
18324,,,audiodl,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0.000147
18362,,,audioloader,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0.000147
18366,,,audiomentations,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0.000147
18395,,,audioowl,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0.000147
18439,,,audio-evaluator,0,0,0,0,2942,2,0,2,0.5,0.001531,0.025687,0,2,0,2,0.000151
18458,,,audlib,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
18486,,,audtorch,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
18494,,,auger-cli,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0.000147
18505,,,auger.ai.predict,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0.000147
18509,,,augmented-pca,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0.000147
18510,,,auger.ai,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0.000147
18511,,,augmently,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0.000147
18522,,,augraphy,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0.000147
18524,,,audioset-downloader,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0.000147
18533,,,augmentor,1,1,1,0,2712,0,3,3,0,0,0,0.000797,0,3,3,0.000147
18574,,,auraloss,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0.000147
18578,,,auptimizer,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0.000147
18598,,,aunnl,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0.000147
18825,,,autism_treatment_assistance,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0.000147
18862,,,autoalbument,0,0,0,0,2121,6,0,6,0.133333,0.078165,0.031297,0,6,0,6,0.000176
18894,,,autobert,0,0,0,0,450,1,0,1,0,0.158856,0.004316,0,1,0,1,0.000148
18920,,,autobotlib,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0.000147
18956,,,autochord,0,0,0,0,2712,1,0,1,0,0.033231,0.004573,0,1,0,1,0.000148
18976,,,auto-cnn,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0.000147
19021,,,autocrosswalk,0,0,0,0,144,1,0,1,0,0.000402,0,0,1,0,1,0.000273
19033,,,auto-cv,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0.000147
19096,,,autodl-gpu,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0.000147
19154,,,auto-feature-extraction,0,0,0,0,2712,1,0,1,0,0.033231,0.004573,0,1,0,1,0.000148
19189,,,autogan,0,0,0,0,2712,2,0,2,0.5,0.033633,0.005639,0,2,0,2,0.000148
19207,,,autogluon.common,3,0.37037,0.408333,0,2709,0,3,3,0.333333,0,0,0.000947,0,3,3,0.000147
19208,,,autogluon.features,1,1,1,1,2709,1,3,4,0.166667,0.000402,0.000025,0.001615,1,3,4,0.000189
19209,,,autogluon,0,0,0,0,2709,3,0,3,0.166667,0.170095,0.000043,0,3,0,3,0.000649
19213,,,autogluon.tabular,0,0,0,0,2709,4,0,4,0.083333,0.147027,0.025504,0,4,0,4,0.000233
19215,,,autogluon.mxnet,0,0,0,0,2709,1,0,1,0,0.003169,0.000045,0,1,0,1,0.000175
19218,,,autogluon.extra,0,0,0,0,2709,2,0,2,0.5,0.007123,0.000549,0,2,0,2,0.00018
19220,,,autogluon.core,2,0.542857,0.578947,114,2709,2,6,8,0.053571,0.002258,0.000277,0.001693,2,6,8,0.000197
19221,,,autograd,4,0.396825,0.55,0,156,0,8,8,0.017857,0,0,0.003119,0,8,8,0.000147
19224,,,autogluon.text,1,1,1,48.5,2709,10,1,11,0.109091,0.402873,0.035489,0.000001,10,1,11,0.000346
19246,,,autograd-latest,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0.000147
19250,,,autogluon.vision,1,1,1,4,2709,3,1,4,0.083333,0.008252,0.001345,0.000001,3,1,4,0.000182
19319,,,autokeras,1,1,1,10,2712,1,1,2,0,0.033231,0.004573,0,1,1,2,0.000148
19453,,,automatic-speech-recognition,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0.000147
19510,,,auto_ml,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0.000147
19512,,,automl,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0.000147
19519,,,automl-alex,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0.000147
19521,,,automl_gs,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0.000147
19540,,,automlpy,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0.000147
19546,,,automl-utils,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0.000147
19585,,,autonlp,0,0,0,0,450,2,0,2,1,0.275421,0.001646,0,2,0,2,0.000155
19589,,,autonomous-learning-library,0,0,0,0,2695,3,0,3,0,0.001932,0.028215,0,3,0,3,0.00015
19592,,,auto-od,0,0,0,0,450,3,0,3,0,0.001205,0.001794,0,3,0,3,0.000289
19597,,,auton-survival,0,0,0,0,788,1,0,1,0,0.000402,0.02497,0,1,0,1,0.000147
19678,,,autopytorch,0,0,0,0,2121,3,0,3,0,0.001932,0.027406,0,3,0,3,0.000153
