Id,Label,timeset,package name,class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,indegree,outdegree,Degree,clustering,weighted indegree,weighted outdegree,Weighted Degree,Authority,Hub,eigencentrality,pageranks
27,,,0.0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000077
91,,,125softnlp,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
213,,,3d-connectx-env,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
240,,,3p0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.000077
257,,,4996,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
301,,,3deecelltracker,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.000077
377,,,a2ml,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.000077
404,,,a2t,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.000077
432,,,a5dev,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
449,,,a3t,0,0,0,0,0,4654,3,0,3,0,3,0,3,0.026104,0,0.176471,0.000079
461,,,aaapi,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.000006,0,0.058824,0.000099
486,,,aadeeplearning,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.000077
574,,,aad2onnx,0,0,0,0,0,4779,1,0,1,0,1,0,1,0.000434,0,0.058824,0.000078
645,,,aautt,0,0,0,0,0,3874,2,0,2,0,2,0,2,0.020064,0,0.117647,0.000078
733,,,abcgan,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
783,,,abdelrahman-obfuscate,0,0,0,0,0,4699,8,0,8,0,8,0,8,0.014103,0,0.470588,0.000082
795,,,abdo,0,0,0,0,0,4699,8,0,8,0,8,0,8,0.014103,0,0.470588,0.000082
806,,,abeja-sdk,0,0,0,0,0,4626,1,0,1,0,1,0,1,0.00045,0,0.058824,0.000078
810,,,abdo-obfuscate,0,0,0,0,0,4699,8,0,8,0,8,0,8,0.014103,0,0.470588,0.000082
849,,,abel-pytorch,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.000077
892,,,abdoconvo,0,0,0,0,0,4699,8,0,8,0,8,0,8,0.014103,0,0.470588,0.000082
925,,,ablooper,0,0,0,0,0,4993,2,0,2,0,2,0,2,0.019748,0,0.117647,0.000078
936,,,abmarl,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
971,,,aboleth,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.000077
997,,,ablang,0,0,0,0,0,4271,2,0,2,0,2,0,2,0.019453,0,0.117647,0.000084
1006,,,abraham3k,0,0,0,0,0,4271,1,0,1,0,1,0,1,0.000237,0,0.058824,0.000079
1078,,,abstcal,0,0,0,0,0,4509,1,0,1,0,1,0,1,0.000198,0,0.058824,0.000077
1084,,,abstractmlbasemodeltask,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
1121,,,absum,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.000077
1132,,,abu-quant,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.000077
1215,,,accelbrainbeat,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.000077
1216,,,accel-brain-base,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0.000077
1237,,,accelerate,1,1,1,1,0,4271,0,5,5,0,0,5,5,0,0.001989,0,0.000077
1263,,,accern-xyme,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
1314,,,acclimatise,0,0,0,0,0,1675,1,0,1,0,1,0,1,0.001488,0,0.058824,0.000077
1355,,,accuinsight,0,0,0,0,0,4654,2,0,2,0,2,0,2,0.00822,0,0.117647,0.000077
1368,,,accuracy,0,0,0,0,0,1675,1,0,1,0,1,0,1,0.001488,0,0.058824,0.000077
1370,,,acdc-nn,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
1388,,,acd,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.000077
1397,,,acdh-spacytei,0,0,0,0,0,1675,2,0,2,0,2,0,2,0.002352,0,0.117647,0.000077
1531,,,aclimatise,0,0,0,0,0,1675,1,0,1,0,1,0,1,0.001488,0,0.058824,0.000077
1591,,,acopy,1,1,1,1,0,2178,0,1,1,0,0,1,1,0,0,0,0.000077
1675,,,acryl-datahub-airflow-plugin,0,0,0,0,0,2097,1,0,1,0,1,0,1,0.000024,0,0.058824,0.000077
1679,,,acryl-datahub-actions,0,0,0,0,0,2097,1,0,1,0,1,0,1,0.000024,0,0.058824,0.000077
1684,,,acsni,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
1690,,,acryl-datahub,0,0,0,0,0,2097,1,0,1,0,1,0,1,0.000024,0,0.058824,0.000077
1722,,,actico-ml,0,0,0,0,0,1811,1,0,1,0,1,0,1,0.000002,0,0.058824,0.000085
1737,,,actflow,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0.000077
1769,,,activations,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0.000077
1789,,,active-learning-img-augmentation-utils,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
1806,,,active-pre-train-ppg,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0.000077
1854,,,actorch,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0.000077
1892,,,acuitylite,0,0,0,0,0,4779,2,0,2,0,2,0,2,0.006863,0,0.117647,0.000078
1907,,,adabelief-slim,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0.000077
1909,,,acv-exp,0,0,0,0,0,4509,1,0,1,0,1,0,1,0.000198,0,0.058824,0.000077
1915,,,adabelief-pytorch,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
1916,,,acv-dev,0,0,0,0,0,4509,1,0,1,0,1,0,1,0.000198,0,0.058824,0.000077
1921,,,adabound,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0.000077
1926,,,adafmnoisereducer,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
1932,,,adafdr,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
1933,,,adabelief-tf,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
2017,,,actspotter,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
2077,,,adafruit-circuitpython-lis3mdl,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0.000077
2079,,,adafruit-circuitpython-lsm303dlh-mag,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0.000077
2080,,,adafruit-circuitpython-lsm303agr-mag,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0.000077
2081,,,adafruit-circuitpython-lsm6dsox,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0.000077
2082,,,adafruit-circuitpython-lsm6ds,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0.000077
2085,,,adafruit-circuitpython-lsm303,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0.000077
2087,,,adafruit-circuitpython-lsm303-accel,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0.000077
2089,,,adafruit-circuitpython-lis2mdl,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0.000077
2092,,,adafruit-circuitpython-lsm9ds0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0.000077
2095,,,adafruit-circuitpython-lsm9ds1,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0.000077
2294,,,adamod,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0.000077
2296,,,adamp,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0.000077
2311,,,adam-robotics,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0.000077
2313,,,adaptation,1,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0.000077
2315,,,adaptdl,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0.000077
2316,,,adanet,1,1,1,1,0,4654,0,1,1,0,0,1,1,0,0.000006,0,0.000077
2319,,,adapt,1,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0.000077
2323,,,adaptdl-ray,1,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0.000077
2325,,,adaptdl-modified-pandyaka,0,0,0,0,0,236,1,0,1,0,1,0,1,0.000058,0,0.058824,0.000078
2328,,,adaptdl-cli,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0.000077
2330,,,adaptdl-sched,1,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0.000077
2332,,,adapted-nerda,0,0,0,0,0,4271,2,0,2,0,2,0,2,0.023472,0,0.117647,0.000077
2333,,,adapt-diagnostics,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
2346,,,adapter-transformers,1,1,1,1,0,4993,0,4,4,0,0,4,4,0,0.001236,0,0.000077
2368,,,adaptor,1,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0.000077
2370,,,adaptnlp,1,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0.000077
2372,,,adas,1,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0.000077
2413,,,adbdgl-adapter,0,0,0,0,0,4993,2,0,2,0,2,0,2,0.019523,0,0.117647,0.000081
2579,,,address-net,1,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0.000077
2626,,,adeptrl,1,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0.000077
2723,,,adjacent-attention-pytorch,1,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0.000077
2746,,,adlframework,1,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0.000077
2762,,,adl-recognition,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.001791,0,0.058824,0.000077
2764,,,adjutant-discord,1,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0.000077
2768,,,adlstream,1,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0.000077
2805,,,admin-torch,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
2835,,,adn-torch,1,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0.000077
2860,,,adorad,1,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0.000077
2868,,,adonisai,1,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0.000077
2873,,,adpred,0,0,0,0,0,4654,2,0,2,0,2,0,2,0.00822,0,0.117647,0.000077
2935,,,ads-linguistics,0,0,0,0,0,1675,1,0,1,0,1,0,1,0.000864,0,0.058824,0.000077
2962,,,adsp,0,0,0,0,0,1675,1,0,1,0,1,0,1,0.001488,0,0.058824,0.000077
2988,,,advancedanalytics,1,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0.000077
3046,,,advbox,1,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0.000077
3066,,,adversal-embedding,0,0,0,0,0,4654,2,0,2,0,2,0,2,0.00822,0,0.117647,0.000077
3067,,,adventurous-gauging-koplik,0,0,0,0,0,3874,2,0,2,0,2,0,2,0.019457,0,0.117647,0.000084
3072,,,adversarials,1,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0.000077
3075,,,adversarial-friend,0,0,0,0,0,4654,2,0,2,0,2,0,2,0.00822,0,0.117647,0.000077
3079,,,advertorch,1,1,1,1,0,2264,0,1,1,0,0,1,1,0,0,0,0.000077
3081,,,advhash,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
3088,,,adversarial-vision-challenge,1,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0.000077
3097,,,adversarial-robustness-toolbox,0,0,0,0,0,3874,7,0,7,0,7,0,7,0.029121,0,0.411765,0.000082
3197,,,aegis-model,0,0,0,0,0,4654,2,0,2,0,2,0,2,0.00822,0,0.117647,0.000077
3309,,,aeronet,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.001791,0,0.058824,0.000077
3362,,,aesahaettr,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
3392,,,aestream,1,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0.000077
3405,,,aether,0,0,0,0,0,4699,2,0,2,0,2,0,2,0.008104,0,0.117647,0.000077
3421,,,aetros,1,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0.000077
3512,,,affordable,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
3524,,,afilter,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.000009,0,0.058824,0.000099
3594,,,afrotranslate,0,0,0,0,0,1675,2,0,2,0,2,0,2,0.001489,0,0.117647,0.000143
3608,,,af-res-model-manager,1,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0.000077
3614,,,afqinsight,0,0,0,0,0,4654,2,0,2,0,2,0,2,0.025815,0,0.117647,0.000077
3626,,,aft-pt,1,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0.000077
3631,,,aft-pytorch,1,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0.000077
3645,,,afterrealism,1,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0.000077
3661,,,afxano-keras,0,0,0,0,0,4654,2,0,2,0,2,0,2,0.00822,0,0.117647,0.000077
3698,,,agc-optims,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
3747,,,agentfc,0,0,0,0,0,4271,1,0,1,0,1,0,1,0.000013,0,0.058824,0.00011
3752,,,agentrl,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
3756,,,agents,1,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0.000077
3765,,,agent-smith,1,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0.000077
3867,,,aglvq,0,0,0,0,0,4654,2,0,2,0,2,0,2,0.00822,0,0.117647,0.000077
3878,,,agml,0,0,0,0,0,4654,2,0,2,0,2,0,2,0.025815,0,0.117647,0.000077
3905,,,aglioolio,1,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0.000077
3934,,,agnes,1,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0.000077
3935,,,agoge,1,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0.000077
3971,,,agrothon,0,0,0,0,0,4654,2,0,2,0,2,0,2,0.00822,0,0.117647,0.000077
4105,,,ahelper,1,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0.000077
4118,,,ai,1,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0.000077
4131,,,ai2xl,0,0,0,0,0,1811,1,0,1,0,1,0,1,0.000012,0,0.058824,0.000078
4133,,,ai2xlcore,0,0,0,0,0,1811,1,0,1,0,1,0,1,0.000012,0,0.058824,0.000078
4136,,,ai4bharat-transliteration,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
4149,,,ai2-tango,1,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0.000077
4158,,,ai4water,1,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0.000077
4161,,,aiap-model,0,0,0,0,0,4509,1,0,1,0,1,0,1,0.000198,0,0.058824,0.000077
4163,,,ai-benchmark,1,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0.000077
4171,,,aibro,0,0,0,0,0,4271,1,0,1,0,1,0,1,0,0,0.058824,0.000088
4174,,,aicademecv,1,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0.000077
4192,,,aichatbot,1,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0.000077
4193,,,aicmder,0,0,0,0,0,4779,4,0,4,0,4,0,4,0.023928,0,0.235294,0.000094
4200,,,aicoe-donkeycar,1,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0.000077
4204,,,aicore,1,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0.000077
4206,,,ai6,1,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0.000077
4223,,,ai-core,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
4252,,,aidapy,0,0,0,0,0,1450,2,0,2,0,2,0,2,0.019506,0,0.117647,0.000081
4253,,,aidatafactory,0,0,0,0,0,4654,2,0,2,0,2,0,2,0.006926,0,0.117647,0.000078
4278,,,aidevlog,0,0,0,0,0,236,1,0,1,0,1,0,1,0.000058,0,0.058824,0.000078
4279,,,aidkit,0,0,0,0,0,4654,3,0,3,0,3,0,3,0.008717,0,0.176471,0.000078
4285,,,aibotaditya,0,0,0,0,0,4654,3,0,3,0,3,0,3,0.008238,0,0.176471,0.00009
4294,,,aidkitmlevaluate,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
4305,,,aiei,1,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0.000077
4310,,,ai-economist,1,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0.000077
4325,,,aif360,1,1,1,1,0,1433,0,6,6,0,0,6,6,0,0.000549,0,0.000077
4328,,,aifeynman,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
4335,,,aiflow,0,0,0,0,0,1675,1,0,1,0,1,0,1,0.000864,0,0.058824,0.000077
4337,,,aiforce,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
4349,,,ai-graphics-gpu,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
4351,,,ai-graphics,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
4353,,,aifs-nni,1,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0.000077
4363,,,aihub-deep,0,0,0,0,0,4654,2,0,2,0,2,0,2,0.00822,0,0.117647,0.000077
4376,,,aihwkit,1,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0.000077
4378,,,aiida-castep,0,0,0,0,0,2097,1,0,1,0,1,0,1,0.000024,0,0.058824,0.000077
4385,,,ai-harness,1,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0.000077
4418,,,aiida-phonopy,1,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0.000077
4422,,,aihub-demo,0,0,0,0,0,4654,2,0,2,0,2,0,2,0.00822,0,0.117647,0.000077
4446,,,aiinpy,1,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0.000077
4463,,,ai-katie,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
4503,,,aimage,1,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0.000077
4514,,,aim-cli,1,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0.000077
4520,,,aimd,1,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0.000077
4530,,,aimmo-models,0,0,0,0,0,4271,2,0,2,0,2,0,2,0.019446,0,0.117647,0.000085
4537,,,aimfast,1,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0.000077
4542,,,aimodelshare-nightly,0,0,0,0,0,4779,5,0,5,0,5,0,5,0.026411,0,0.294118,0.000089
4545,,,aim-spacy,0,0,0,0,0,1675,1,0,1,0,1,0,1,0.001488,0,0.058824,0.000077
4588,,,ainshamsflow,1,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0.000077
4756,,,aimodelshare,0,0,0,0,0,4779,5,0,5,0,5,0,5,0.026411,0,0.294118,0.000089
4785,,,aiocv,1,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0.000077
5110,,,aiohttp-rest-api-fork,0,0,0,0,0,4710,1,0,1,0,1,0,1,0.000006,0,0.058824,0.000078
5112,,,aiohttp-rest-api-redoc,0,0,0,0,0,4710,1,0,1,0,1,0,1,0.000006,0,0.058824,0.000078
5117,,,aiohttp-rest-api,0,0,0,0,0,4710,1,0,1,0,1,0,1,0.000006,0,0.058824,0.000078
5475,,,aiopslibs,1,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0.000077
5483,,,aiopslibscancer,1,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0.000077
5534,,,ai-ops-libs,1,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0.000077
5603,,,aio.run.runner,0,0,0,0,0,4710,1,0,1,0,1,0,1,0.000006,0,0.058824,0.000078
5741,,,aiotf,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
5764,,,aiotmdb,0,0,0,0,0,4710,1,0,1,0,1,0,1,0.000006,0,0.058824,0.000078
5918,,,aipack,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
5930,,,ai-projects,0,0,0,0,0,4699,2,0,2,0,2,0,2,0.021061,0,0.117647,0.000077
5943,,,aiplatgo,1,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0.000077
5944,,,aiqc,0,0,0,0,0,3874,4,0,4,0,4,0,4,0.027903,0,0.235294,0.000079
5953,,,ai-python,0,0,0,0,0,1675,3,0,3,0,3,0,3,0.000505,0,0.176471,0.000083
6016,,,airflow-census-jeetendra,0,0,0,0,0,4710,1,0,1,0,1,0,1,0,0,0.058824,0.000088
6017,,,airflow-census,0,0,0,0,0,4710,1,0,1,0,1,0,1,0,0,0.058824,0.000088
6022,,,airelle,1,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0.000077
6031,,,airflow-ditto,0,0,0,0,0,2097,1,0,1,0,1,0,1,0.000024,0,0.058824,0.000077
6111,,,airflow-provider-ray,0,0,0,0,0,4626,1,0,1,0,1,0,1,0.000263,0,0.058824,0.000078
6124,,,airflow-ray-executor,0,0,0,0,0,4626,1,0,1,0,1,0,1,0.000263,0,0.058824,0.000078
6181,,,aironsuit,0,0,0,0,0,4654,3,0,3,0,3,0,3,0.008392,0,0.176471,0.000079
6183,,,airontools,0,0,0,0,0,4699,2,0,2,0,2,0,2,0.008104,0,0.117647,0.000077
6237,,,airsim,1,1,1,1,0,1214,0,1,1,0,0,1,1,0,0,0,0.000077
6332,,,ai-serving-client,1,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0.000077
6340,,,ai-serving-server,1,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0.000077
6341,,,aislib,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
6346,,,aisquared,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
6348,,,ai-starter,0,0,0,0,0,1811,2,0,2,0,2,0,2,0.000038,0,0.117647,0.000084
6352,,,ai-sudoku-solver,0,0,0,0,0,4271,2,0,2,0,2,0,2,0.006697,0,0.117647,0.000079
6354,,,aisy-database,1,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0.000077
6356,,,aisy-sca,1,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0.000077
6368,,,aistnet,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
6373,,,aitextgenaws,0,0,0,0,0,3874,3,0,3,0,3,0,3,0.024827,0,0.176471,0.000078
6375,,,aitg-doctools,0,0,0,0,0,1675,1,0,1,0,1,0,1,0.001488,0,0.058824,0.000077
6377,,,aitg,0,0,0,0,0,4271,3,0,3,0,3,0,3,0.024414,0,0.176471,0.000078
6385,,,aitk.keras,1,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0.000077
6396,,,aitk,1,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0.000077
6397,,,aisimplekit,0,0,0,0,0,4654,2,0,2,0,2,0,2,0.00822,0,0.117647,0.000077
6401,,,aitk.networks,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
6405,,,ai-training-utils,0,0,0,0,0,4699,1,0,1,0,1,0,1,0.001674,0,0.058824,0.000077
6406,,,ai-traineree,1,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0.000077
6407,,,aitg-host,0,0,0,0,0,4271,3,0,3,0,3,0,3,0.024414,0,0.176471,0.000078
6408,,,aitoolbox,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0.000077
6412,,,ai-transformersx,1,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0.000077
6421,,,ai-trainer,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
6433,,,aiutil,0,0,0,0,0,1811,1,0,1,0,1,0,1,0.000012,0,0.058824,0.000078
6444,,,ai-utils,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
6445,,,aisaratuners,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
6464,,,aix360,1,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0.000077
6468,,,aiymakerkit,0,0,0,0,0,4779,1,0,1,0,1,0,1,0.000009,0,0.058824,0.000088
6470,,,aistore,0,0,0,0,0,4699,3,0,3,0,3,0,3,0.026175,0,0.176471,0.000078
6660,,,akid,1,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0.000077
6691,,,akkadian,0,0,0,0,0,1675,1,0,1,0,1,0,1,0.000162,0,0.058824,0.000079
6770,,,alaas,1,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0.000077
6788,,,aladdin,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
6823,,,alarmer,0,0,0,0,0,168,1,0,1,0,1,0,1,0,0,0.058824,0.000085
6829,,,alaska,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
6890,,,albumentations-experimental,0,0,0,0,0,3874,1,0,1,0,1,0,1,0.000434,0,0.058824,0.000078
6911,,,albumentations,1,1,1,1,0,3874,0,73,73,0,0,74,74,0,0.020473,0,0.000077
6922,,,alchemy,1,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0.000077
6924,,,alchemy-catalyst,1,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0.000077
6950,,,alcokit,0,0,0,0,0,3874,1,0,1,0,1,0,1,0.001355,0,0.058824,0.000077
7103,,,alert-behavior,0,0,0,0,0,3874,1,0,1,0,1,0,1,0.000083,0,0.058824,0.000078
7137,,,aletheia-dnn,1,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0.000077
7176,,,alexnet-pytorch,1,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0.000077
7204,,,alfi,0,0,0,0,0,4993,2,0,2,0,2,0,2,0.019528,0,0.117647,0.000081
7222,,,alfie,0,0,0,0,0,4654,1,0,1,0,1,0,1,0.006429,0,0.058824,0.000077
7237,,,alfred-py,1,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0.000077
7243,,,alfred-collection,1,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0.000077
7250,,,alfworld,0,0,0,0,0,4626,4,0,4,0,4,0,4,0.024339,0,0.235294,0.000079
7266,,,algernon,1,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0.000077
7286,,,algobra,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
7299,,,algograd,0,0,0,0,0,4993,1,0,1,0,1,0,1,0.019386,0,0.058824,0.000077
