Id,Label,timeset,package name,class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,indegree,outdegree,Degree,clustering,eigencentrality,Authority,Hub,weighted indegree,weighted outdegree,Weighted Degree,pageranks
32705,,,bqapi-ucsb,1,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0.000075
32756,,,bqtxflowutils-2,0,0,0,0,0,2991,1,0,1,0,0.000402,0.000137,0,1,0,1,0.000075
32792,,,bprune,1,0,0,0,0,2624,2,0,2,0,0.059898,0.00422,0,2,0,2,0.000075
32822,,,braille-radio,0,0,0,0,0,2112,1,0,1,0,0.000402,0,0,1,0,1,0.000085
32823,,,braid,1,0,0,0,0,2624,1,0,1,0,0.033231,0.003945,0,1,0,1,0.000075
32860,,,braindynamics,1,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0.000075
32906,,,brainml,1,0,0,0,0,2624,1,0,1,0,0.033231,0.003945,0,1,0,1,0.000075
32907,,,brainnet,1,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0.000075
32909,,,brainmodels,1,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0.000075
32915,,,brainome,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
32917,,,brainome-linux-python3.8,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
32918,,,brainome-mac-python3.8,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
32920,,,brainome-mac-python3.9,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
32921,,,brainome-linux-python3.9,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
32923,,,brain-py,1,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0.000075
32927,,,brainpy,1,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0.000075
32928,,,brainpylib,1,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0.000075
32934,,,brainpy-simulator,1,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0.000075
32935,,,braindecode,1,1,1,1,1,2853,1,1,2,0,0.000402,0.000086,0,1,1,2,0.000077
32941,,,brainless,1,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0.000075
32945,,,brainseg,0,0,0,0,0,2624,1,0,1,0,0.033231,0.003945,0,1,0,1,0.000075
32949,,,braingb,0,0,0,0,0,631,5,0,5,0,0.002736,0.015841,0,5,0,5,0.000092
32951,,,brainome-linux-python3.7,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
32953,,,brainome-mac-python3.7,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
32967,,,brain-slam,0,0,0,0,0,3026,1,0,1,0,0.000402,0,0,1,0,1,0.000107
32982,,,brainmri-ps,0,0,0,0,0,71,2,0,2,0,0.001531,0.015893,0,2,0,2,0.000075
33065,,,branchedgp,0,0,0,0,0,2624,2,0,2,0.5,0.058628,0.003953,0,2,0,2,0.000081
33083,,,brax,0,0,0,0,0,2612,1,0,1,0,0.000402,0.000467,0,1,0,1,0.000075
33096,,,brc,1,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
33113,,,breaching,1,0,0,0,0,71,2,0,2,0.5,0.001531,0.015532,0,2,0,2,0.000091
33127,,,brea,0,0,0,0,0,3037,1,0,1,0,0.000402,0,0,1,0,1,0.000107
33133,,,breakhis-gradcam,1,0,0,0,0,71,2,0,2,0.5,0.071537,0.016775,0,2,0,2,0.000075
33173,,,breizhcrops,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
33203,,,brevettiai,0,0,0,0,0,2623,2,0,2,0,0.03436,0.004033,0,2,0,2,0.000077
33219,,,brc-pytorch,1,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
33238,,,brewgorithm,1,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0.000075
33253,,,brevitas,1,1,1,1,1,2623,3,1,4,0.166667,0.001205,0.015863,0.000263,3,1,4,0.000139
33256,,,brian2genn,1,1,1,1,0,248,1,1,2,0.5,0.000402,0,0,1,1,2,0.00008
33260,,,brian2,1,1,1,1,0,248,0,12,12,0.007576,0,0,0,0,12,12,0.000075
33264,,,brian2tools,0,0,0,0,0,248,1,0,1,0,0.000402,0,0,1,0,1,0.00008
33273,,,brian2-loihi,0,0,0,0,0,248,1,0,1,0,0.000402,0,0,1,0,1,0.00008
33287,,,brian-dash,0,0,0,0,0,248,1,0,1,0,0.000402,0,0,1,0,1,0.00008
33312,,,bridgebots-sequence,0,0,0,0,0,2624,1,0,1,0,0.033231,0.003945,0,1,0,1,0.000075
33407,,,bristol,1,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0.000075
33438,,,brnolm,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
33463,,,broca,0,0,0,0,0,2422,1,0,1,0,0.009021,0.000874,0,1,0,1,0.000075
33731,,,brws,0,0,0,0,0,2422,1,0,1,0,0.009021,0.000874,0,1,0,1,0.000075
33798,,,bsconv,1,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0.000075
33827,,,bsl-appcli,0,0,0,0,0,2092,1,0,1,0,0.000402,0.00002,0,1,0,1,0.000075
33837,,,bs-ds,0,0,0,0,0,2422,1,0,1,0,0.000402,0.000536,0,1,0,1,0.000075
33856,,,bsoid,1,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0.000075
33869,,,bspred,0,0,0,0,0,2624,1,0,1,0,0.000402,0.001007,0,1,0,1,0.000075
34058,,,btmodified,0,0,0,0,0,2948,3,0,3,0.166667,0.111417,0.015921,0,3,0,3,0.000077
34172,,,bubbletea-py,0,0,0,0,0,2991,1,0,1,0,0.000402,0.000137,0,1,0,1,0.000075
34198,,,bubs,0,0,0,0,0,2624,1,0,1,0,0.033231,0.003945,0,1,0,1,0.000075
34250,,,budgetml,1,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0.000075
34321,,,bugbug,0,0,0,0,0,2422,3,0,3,0,0.042654,0.005355,0,3,0,3,0.000075
34390,,,build2vec,0,0,0,0,0,2422,1,0,1,0,0.000402,0.000536,0,1,0,1,0.000075
34462,,,building-footprint-segmentation,1,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0.000075
34466,,,building-neural-network,1,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0.000075
34488,,,building-inspection-toolkit,1,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0.000075
34622,,,built,1,0,0,0,0,71,2,0,2,0,0.000803,0.016126,0,2,0,2,0.000075
34696,,,bumblebee-status,1,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0.000075
34770,,,bundestag,0,0,0,0,0,71,3,0,3,0.166667,0.15175,0.00161,0,3,0,3,0.000076
34788,,,bunnieddpg,0,0,0,0,0,2624,2,0,2,0.5,0.033633,0.004952,0,2,0,2,0.000075
34792,,,bunkai,0,0,0,0,0,2948,3,0,3,0.166667,0.15966,0.018756,0,3,0,3,0.000076
34903,,,burrolib,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
34966,,,buskin,0,0,0,0,0,2948,3,0,3,0.166667,0.173242,0.003897,0,3,0,3,0.00008
35171,,,bwmd,0,0,0,0,0,2624,2,0,2,0,0.059898,0.00422,0,2,0,2,0.000075
35204,,,bxmodels,0,0,0,0,0,2853,2,0,2,0.5,0.001531,0.015521,0,2,0,2,0.000138
35222,,,bxtorch,1,1,1,1,0,2853,1,1,2,0.5,0.000402,0.015516,0.000258,1,1,2,0.000075
35244,,,bycycle,1,0,0,0,0,257,1,0,1,0,0.000402,0,0,1,0,1,0.000107
35279,,,bypaxpan,0,0,0,0,0,2422,1,0,1,0,0.009021,0.000874,0,1,0,1,0.000075
35289,,,byol-pytorch,1,1,1,1,0.333333,71,1,1,2,0,0.000402,0.015516,0.000028,1,1,2,0.000075
35368,,,byterec,1,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0.000075
35384,,,bytesep,0,0,0,0,0,71,2,0,2,0.5,0.071537,0.016775,0,2,0,2,0.000075
35392,,,byteps,1,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0.000075
35494,,,c19rep,0,0,0,0,0,2422,1,0,1,0,0.000402,0.000282,0,1,0,1,0.000075
35563,,,c2xg,0,0,0,0,0,2422,1,0,1,0,0.000402,0.000536,0,1,0,1,0.000075
35582,,,c3-toolset,0,0,0,0,0,2623,3,0,3,0.166667,0.060299,0.004505,0,3,0,3,0.000076
35588,,,c3-toolset-nightly,0,0,0,0,0,2623,3,0,3,0.166667,0.060299,0.004505,0,3,0,3,0.000076
35600,,,c4v-py,0,0,0,0,0,2948,7,0,7,0.142857,0.367987,0.023588,0,7,0,7,0.000108
35762,,,cached-path,0,0,0,0,0,2948,1,0,1,0,0.127392,0.000228,0,1,0,1,0.000076
35922,,,cadl,1,0,0,0,0,2626,2,0,2,0,0.033633,0.003946,0,2,0,2,0.000096
35930,,,cadrec,1,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0.000075
35933,,,cad-recognition,1,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0.000075
35946,,,cae,1,0,0,0,0,2624,1,0,1,0,0.000402,0.001007,0,1,0,1,0.000075
35954,,,caer-models,1,0,0,0,0,2624,1,0,1,0,0.033231,0.003945,0,1,0,1,0.000075
35959,,,caer,1,1,1,1,0,2624,0,1,1,0,0,0,0.000065,0,1,1,0.000075
35985,,,caffe2onnx,1,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0.000075
36015,,,caicloud.tensorflow,1,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0.000075
36046,,,cairecovid,0,0,0,0,0,2948,1,0,1,0,0.000402,0.000868,0,1,0,1,0.000075
36077,,,cait,0,0,0,0,0,71,2,0,2,0.5,0.071537,0.016775,0,2,0,2,0.000075
36101,,,calamari-ocr,0,0,0,0,0,2624,2,0,2,0.5,0.06635,0.003946,0,2,0,2,0.000139
36163,,,calc4ap,1,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0.000075
36168,,,calcium-inference,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
36174,,,calcipy,0,0,0,0,0,2336,1,0,1,0,0.000402,0.000004,0,1,0,1,0.000078
36562,,,calvos,0,0,0,0,0,2112,1,0,1,0,0.001129,0.000001,0,1,0,1,0.000077
36580,,,camael,1,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0.000075
36613,,,came,0,0,0,0,0,631,2,0,2,0,0.000803,0.015612,0,2,0,2,0.000077
36644,,,camel-tools,0,0,0,0,0,2948,2,0,2,0.5,0.159258,0.018522,0,2,0,2,0.000075
36717,,,campa,0,0,0,0,0,2624,1,0,1,0,0.033231,0.003945,0,1,0,1,0.000075
36727,,,camphr,1,1,1,1,1,2948,1,2,3,0,0.000402,0.000868,0.00031,1,2,3,0.000075
36731,,,camphr-core,0,0,0,0,0,2948,2,0,2,0,0.009423,0.001743,0,2,0,2,0.000075
36735,,,camphr-torch,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
36759,,,camphr-transformers,0,0,0,0,0,2948,3,0,3,0.166667,0.160387,0.018528,0,3,0,3,0.000107
36775,,,camtrapml,0,0,0,0,0,2626,2,0,2,0,0.033633,0.004192,0,2,0,2,0.000075
36778,,,camphr-allennlp,0,0,0,0,0,2948,2,0,2,0,0.117433,0.000131,0,2,0,2,0.000108
36815,,,canaro,1,0,0,0,0,2624,2,0,2,0,0.033633,0.003946,0,2,0,2,0.000138
36907,,,camera-person-2d-mapping,0,0,0,0,0,2624,1,0,1,0,0.033231,0.003945,0,1,0,1,0.000075
36917,,,cangjie,0,0,0,0,0,147,2,0,2,0,0.000803,0.000555,0,2,0,2,0.000083
36926,,,cannai,0,0,0,0,0,2624,3,0,3,0.166667,0.034034,0.020468,0,3,0,3,0.000075
36953,,,canonicaljson,0,0,0,0,0,3105,1,0,1,0,0.000402,0.000011,0,1,0,1,0.000075
36997,,,cansig,0,0,0,0,0,2853,1,0,1,0,0.094215,0.000021,0,1,0,1,0.000082
36999,,,can-show-you-anything-ai,0,0,0,0,0,1110,2,0,2,0,0.000803,0.01564,0,2,0,2,0.000076
37016,,,cantorproject,0,0,0,0,0,2624,2,0,2,0,0.059898,0.00422,0,2,0,2,0.000075
37075,,,canton,1,0,0,0,0,2624,1,0,1,0,0.033231,0.003945,0,1,0,1,0.000075
37105,,,cape-client,1,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0.000075
37116,,,cap-fairing,0,0,0,0,0,2948,1,0,1,0,0.000402,0.000006,0,1,0,1,0.000085
37182,,,capstone-text-mining,0,0,0,0,0,2422,2,0,2,0,0.009423,0.001411,0,2,0,2,0.000075
37218,,,captcha-impulse,0,0,0,0,0,2612,2,0,2,0,0.001531,0.016867,0,2,0,2,0.000075
37243,,,capreolus,0,0,0,0,0,2626,5,0,5,0.1,0.208492,0.02336,0,5,0,5,0.000085
37258,,,captum,1,7,0.244526,0.265834,4,71,1,18,19,0.038012,0.000402,0.015516,0.00407,1,18,19,0.000075
37336,,,carbonify,0,0,0,0,0,2991,1,0,1,0,0.000402,0.000137,0,1,0,1,0.000075
37387,,,cardbuilder,0,0,0,0,0,2422,1,0,1,0,0.009021,0.000874,0,1,0,1,0.000075
37400,,,cardec,0,0,0,0,0,2624,1,0,1,0,0.033231,0.003945,0,1,0,1,0.000075
37456,,,carefree-learn,1,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0.000075
37476,,,careless,0,0,0,0,0,2624,2,0,2,0,0.059898,0.00422,0,2,0,2,0.000075
37481,,,cargan,1,0,0,0,0,2853,3,0,3,0.166667,0.001932,0.016024,0,3,0,3,0.000107
37520,,,carla-recourse,1,0,0,0,0,988,4,0,4,0.25,0.049596,0.020474,0,4,0,4,0.000096
37523,,,carla,1,1,1,1,0,268,0,1,1,0,0,0,0,0,1,1,0.000075
37529,,,carla-unofficial,1,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0.000075
37551,,,carling,0,0,0,0,0,2092,1,0,1,0,0.000402,0.00002,0,1,0,1,0.000075
37567,,,carpedm,1,0,0,0,0,2624,2,0,2,0,0.066462,0.004344,0,2,0,2,0.000075
37585,,,carla-client-unofficial,1,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0.000075
37643,,,carry,1,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0.000075
37675,,,cars-szalma-2021,0,0,0,0,0,71,3,0,3,0.166667,0.077331,0.004175,0,3,0,3,0.000088
37676,,,car-speed-detection,0,0,0,0,0,2623,3,0,3,0.333333,0.034762,0.00558,0,3,0,3,0.000076
37953,,,cassava-classifier,1,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0.000075
37960,,,cascade-ml,1,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0.000075
38049,,,catalearn,1,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0.000075
38079,,,catalyst-rl,1,0,0,0,0,2612,4,0,4,0,0.002334,0.017339,0,4,0,4,0.000139
38083,,,catalyst,1,7,0.242817,0.259539,2008.2,71,3,8,11,0.090909,0.132788,0.016035,0.002187,3,8,11,0.000081
38099,,,catbird,0,0,0,0,0,2612,6,0,6,0.2,0.309219,0.020754,0,6,0,6,0.000077
38129,,,categorical-embedder,0,0,0,0,0,2624,2,0,2,0.5,0.033633,0.004952,0,2,0,2,0.000075
38130,,,categorical-encode,1,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0.000075
38133,,,catalanttso,0,0,0,0,0,2612,2,0,2,0,0.001531,0.016867,0,2,0,2,0.000075
38137,,,categorizerai,0,0,0,0,0,2624,2,0,2,0.5,0.033633,0.004952,0,2,0,2,0.000075
38149,,,catenets,1,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
38207,,,catd,0,0,0,0,0,2422,1,0,1,0,0.000402,0.000536,0,1,0,1,0.000075
38307,,,causal-attribution,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
38314,,,causaldag,0,0,0,0,0,3105,1,0,1,0,0.000402,0.000011,0,1,0,1,0.000075
38343,,,causallib,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
38346,,,causalnex,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
38440,,,causing,1,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
38452,,,caver,1,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0.000075
38627,,,ccalafiore,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
38632,,,ccaf,0,0,0,0,0,2624,1,0,1,0,0.033231,0.003945,0,1,0,1,0.000075
38654,,,cca-zoo,1,0,0,0,0,2663,3,0,3,0.166667,0.071939,0.016806,0,3,0,3,0.000078
38766,,,cclm,0,0,0,0,0,2948,3,0,3,0.333333,0.236058,0.005028,0,3,0,3,0.000076
38834,,,ccrf,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
38868,,,ccsmeth,1,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0.000075
38882,,,cctv-analysis,0,0,0,0,0,2624,2,0,2,0.5,0.033633,0.001406,0,2,0,2,0.000075
38896,,,cctv-learning,1,0,0,0,0,71,2,0,2,0.5,0.071537,0.016775,0,2,0,2,0.000075
38979,,,cdeid,0,0,0,0,0,2948,3,0,3,0,0.181337,0.001098,0,3,0,3,0.000078
39313,,,cdlib,0,0,0,0,0,2092,2,0,2,0,0.000803,0.000005,0,2,0,2,0.000114
39358,,,cdopt,0,0,0,0,0,147,1,0,1,0,0.000402,0.000048,0,1,0,1,0.000076
39374,,,cdp-backend,0,0,0,0,0,2422,1,0,1,0,0.009021,0.000874,0,1,0,1,0.000075
39422,,,cdt-test,0,0,0,0,0,2624,1,0,1,0,0.033231,0.003945,0,1,0,1,0.000075
39492,,,ceevee,1,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0.000075
39497,,,ceem,0,0,0,0,0,2612,2,0,2,0,0.001531,0.016867,0,2,0,2,0.000075
39510,,,cdst,1,0,0,0,0,2612,6,0,6,0.033333,0.036694,0.020207,0,6,0,6,0.000091
39514,,,cegalprizm-investigator,0,0,0,0,0,1110,1,0,1,0,0.000402,0,0,1,0,1,0.000096
39547,,,celebalucid,0,0,0,0,0,2853,1,0,1,0,0.01934,0,0,1,0,1,0.000107
39548,,,celeb-detector,1,0,0,0,0,2624,3,0,3,0.333333,0.034762,0.004981,0,3,0,3,0.000078
39565,,,celerite,0,0,0,0,0,147,1,0,1,0,0.000402,0.000048,0,1,0,1,0.000076
39728,,,cell-blast,1,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0.000075
39742,,,cellclass,0,0,0,0,0,2624,8,0,8,0.107143,0.094499,0.006842,0,8,0,8,0.000128
39743,,,celldetection,1,0,0,0,0,71,2,0,2,0,0.001531,0.015893,0,2,0,2,0.000075
39760,,,cellfinder-core,1,1,1,1,12,2624,2,2,4,0.166667,0.033633,0.003958,0.000066,2,2,4,0.00008
39762,,,cellfinder-napari,1,1,1,1,0,2624,1,1,2,0.5,0.015561,0.000001,0.000066,1,1,2,0.000109
39778,,,cellfinder,1,0,0,0,0,2624,3,0,3,0.333333,0.05643,0.003947,0,3,0,3,0.000201
39796,,,cell2cell,0,0,0,0,0,2663,1,0,1,0,0.000402,0.000031,0,1,0,1,0.000078
39808,,,cellshape-cluster,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
39812,,,cellpose,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
39813,,,cellseg,1,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0.000075
39818,,,celltk,0,0,0,0,0,2624,2,0,2,0.5,0.033633,0.004952,0,2,0,2,0.000075
39820,,,cell-tools,1,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0.000075
39821,,,cellshape-cloud,0,0,0,0,0,2151,2,0,2,0,0.000803,0.015521,0,2,0,2,0.000083
39831,,,cell-tracking-bc,0,0,0,0,0,2624,1,0,1,0,0.033231,0.003945,0,1,0,1,0.000075
39840,,,cellunet,0,0,0,0,0,2624,2,0,2,0.5,0.033633,0.004952,0,2,0,2,0.000075
39843,,,cellvgae,1,0,0,0,0,631,4,0,4,0,0.001606,0.015813,0,4,0,4,0.000084
39863,,,cemaim,0,0,0,0,0,2989,1,0,1,0,0.000402,0,0,1,0,1,0.000083
39874,,,ceml,0,0,0,0,0,2624,2,0,2,0,0.033633,0.019461,0,2,0,2,0.000075
39881,,,cen,1,0,0,0,0,2948,2,0,2,0.5,0.192087,0.006951,0,2,0,2,0.000075
39883,,,cemotion,0,0,0,0,0,2624,1,0,1,0,0.033231,0.000067,0,1,0,1,0.000076
39889,,,cengine,1,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0.000075
39912,,,census-consumer-complaint,0,0,0,0,0,2626,1,0,1,0,0.147481,0.000005,0,1,0,1,0.000096
39913,,,census-consumer-complaint-ineuron,0,0,0,0,0,2626,1,0,1,0,0.147481,0.000005,0,1,0,1,0.000096
39952,,,cellshape-voxel,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
39982,,,centroid-summarizer,0,0,0,0,0,2422,1,0,1,0,0.000402,0.000536,0,1,0,1,0.000075
40020,,,cepy,0,0,0,0,0,2422,1,0,1,0,0.000402,0.000536,0,1,0,1,0.000075
40037,,,cerbo,1,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0.000075
40057,,,cerebro8,0,0,0,0,0,71,2,0,2,0,0.000803,0.001055,0,2,0,2,0.000076
40058,,,cerebro-dl,0,0,0,0,0,2624,3,0,3,0.333333,0.096456,0.004369,0,3,0,3,0.000086
40061,,,cerebro-ml,1,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0.000075
40068,,,cerebrum,1,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0.000075
40386,,,ceviche,0,0,0,0,0,147,1,0,1,0,0.000402,0.000048,0,1,0,1,0.000076
40387,,,ceviche-challenges,0,0,0,0,0,147,1,0,1,0,0.000402,0.000048,0,1,0,1,0.000076
40404,,,cfai,1,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0.000075
40548,,,cfec,0,0,0,0,0,2624,1,0,1,0,0.033231,0.003945,0,1,0,1,0.000075
40641,,,cfl,0,0,0,0,0,2624,1,0,1,0,0.033231,0.003945,0,1,0,1,0.000075
40657,,,cfmutils,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
40745,,,cf-nlp,0,0,0,0,0,2624,1,0,1,0,0.000402,0.001007,0,1,0,1,0.000075
40764,,,cfripper,0,0,0,0,0,2092,1,0,1,0,0.000402,0,0,1,0,1,0.000076
40850,,,cgds,1,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0.000075
40891,,,cgm-3d-cnn,0,0,0,0,0,2624,2,0,2,0.5,0.033633,0.004952,0,2,0,2,0.000075
40897,,,cgm-ml-common,1,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0.000075
40900,,,cf-step,1,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
40954,,,cgvsphoto,1,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.000075
40996,,,chadbot5,0,0,0,0,0,2422,3,0,3,0,0.009825,0.001181,0,3,0,3,0.00008
40999,,,chadbot6,0,0,0,0,0,2422,3,0,3,0,0.009825,0.001181,0,3,0,3,0.00008
41021,,,chadbot4,0,0,0,0,0,2422,3,0,3,0,0.009825,0.001181,0,3,0,3,0.00008
41049,,,chainercmd,1,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0.000075
41059,,,chainer-cyclegan,1,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0.000075
41065,,,chainer-mask-rcnn,1,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0.000075
41066,,,chainercv2,1,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0.000075
41067,,,chainer_sklearn,1,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0.000075
41171,,,chalice-mail,0,0,0,0,0,2092,1,0,1,0,0.000402,0.00002,0,1,0,1,0.000075
41237,,,chanalyze,0,0,0,0,0,2612,1,0,1,0,0.001857,0.000186,0,1,0,1,0.000075
41288,,,changedetection.io,0,0,0,0,0,111,1,0,1,0,0.000402,0,0,1,0,1,0.000083
41290,,,change-detection-pytorch,1,0,0,0,0,71,4,0,4,0,0.003061,0.000782,0,4,0,4,0.000082
41322,,,changeos,1,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
41536,,,char-classifer,1,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0.000075
41554,,,charformer-pytorch,1,0,0,0,0,2853,2,0,2,0,0.000803,0.016351,0,2,0,2,0.000075
41577,,,chariot,1,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0.000075
41652,,,charrnn,1,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0.000075
41672,,,chartfactor,0,0,0,0,0,2612,1,0,1,0,0.000402,0.000007,0,1,0,1,0.000085
41723,,,chatbot-creator,0,0,0,0,0,2422,3,0,3,0.166667,0.042654,0.005826,0,3,0,3,0.000075
41733,,,chatbot-nlu,0,0,0,0,0,2626,2,0,2,0.5,0.030395,0.000008,0,2,0,2,0.000095
41744,,,chatbotverse,1,0,0,0,0,2624,1,0,1,0,0.033231,0.003945,0,1,0,1,0.000075
41745,,,chatchecker,0,0,0,0,0,2948,1,0,1,0,0.014834,0.000006,0,1,0,1,0.000107
41758,,,chatbotpackage,1,0,0,0,0,2624,2,0,2,0.5,0.033633,0.004952,0,2,0,2,0.000075
41767,,,chatintents,0,0,0,0,0,2422,1,0,1,0,0.009021,0.000874,0,1,0,1,0.000075
41798,,,chatspace,1,1,1,1,10,2948,1,2,3,0.166667,0.033231,0.003945,0.000391,1,2,3,0.000075
41822,,,chatting-chatbots,0,0,0,0,0,2612,4,0,4,0.416667,0.308416,0.019419,0,4,0,4,0.000077
41826,,,chattingtransformer,1,0,0,0,0,2948,2,0,2,0.5,0.159258,0.018522,0,2,0,2,0.000075
41852,,,chatty-goose,0,0,0,0,0,2422,1,0,1,0,0.009021,0.000874,0,1,0,1,0.000075
41916,,,chclassifier,1,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0.000075
42057,,,check-orientation,1,0,0,0,0,71,3,0,3,0.166667,0.00266,0.016167,0,3,0,3,0.000076
42127,,,checkrs,0,0,0,0,0,2853,1,0,1,0,0.000402,0.015516,0,1,0,1,0.000075
42267,,,chemeco,0,0,0,0,0,2624,1,0,1,0,0.014834,0,0,1,0,1,0.000138
42273,,,chemexp,1,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0.000075
42282,,,chefshatplayersclub,0,0,0,0,0,2623,4,0,4,0.25,0.035163,0.006587,0,4,0,4,0.000076
42287,,,chemicalx,1,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0.000075
42317,,,chemml,1,1,1,1,10,2624,1,1,2,0,0.033231,0.003945,0,1,1,2,0.000075
42329,,,chemmltoolkit,1,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0.000075
